accident_date,accident_time,step,ad_state,acman_rec,acfem_rec,deadman_rec,deadfem_rec,cause_type
2021-06-25 20:20:20,20:20:20,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับย้อนศร
2021-06-22 17:19:19,17:19:19,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถโดยประมาท
2021-06-22 16:24:24,16:24:24,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-06-22 10:20:20,10:20:20,เฉลิมมหานคร,ปกติ,0,0,0,0,บรรทุกยื่นล้ำ
2021-06-21 11:46:46,11:46:46,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-21 10:15:15,10:15:15,ฉลองรัช,ปกติ,0,0,0,0,สภาพแวดล้อม
2021-06-21 06:39:39,06:39:39,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,บรรทุกกว้างยื่นล้ำ
2021-06-20 15:52:52,15:52:52,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-06-19 13:43:43,13:43:43,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-19 00:18:18,00:18:18,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-18 14:56:56,14:56:56,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-17 10:34:34,10:34:34,ฉลองรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-15 21:08:08,21:08:08,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถโดยประมาท
2021-06-15 17:28:28,17:28:28,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-15 06:00:00,06:00:00,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-14 06:58:58,06:58:58,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-06-11 08:39:39,08:39:39,เฉลิมมหานคร,ปกติ,0,0,0,0,เบรคขัดข้อง
2021-06-10 14:32:32,14:32:32,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2021-06-08 21:39:39,21:39:39,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-06-08 07:50:50,07:50:50,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
2021-06-05 22:23:23,22:23:23,ศรีรัช,ปกติ,1,0,0,0,หลับใน
2021-06-03 17:47:47,17:47:47,ศรีรัช,ปกติ,0,0,0,0,ช่วงล่างชำรุด
2021-06-03 11:59:59,11:59:59,อุดรรัถยา,ปกติ,1,0,0,0,ยางแตก
2021-06-03 00:30:30,00:30:30,ฉลองรัช,ปกติ,2,1,0,0,สภาพแวดล้อม
2021-06-02 07:15:15,07:15:15,บูรพาวิถี,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-02 01:24:24,01:24:24,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-01 20:52:52,20:52:52,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-01 20:50:50,20:50:50,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-01 19:10:10,19:10:10,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-06-01 03:51:51,03:51:51,ทางหลวงพิเศษหมายเลข 37,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2021-05-31 08:49:49,08:49:49,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-31 07:46:46,07:46:46,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2021-05-31 01:01:01,01:01:01,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,1,0,0,หลับใน
2021-05-30 23:57:57,23:57:57,บูรพาวิถี,ฝนตก,0,1,0,1,หลับใน
2021-05-29 21:00:00,21:00:00,ศรีรัช,ฝนตก,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-29 20:47:47,20:47:47,ทางหลวงพิเศษหมายเลข 37,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2021-05-29 15:40:40,15:40:40,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-29 15:30:30,15:30:30,ฉลองรัช,ปกติ,1,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-29 03:32:32,03:32:32,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-29 02:02:02,02:02:02,ฉลองรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2021-05-29 01:30:30,01:30:30,เฉลิมมหานคร,ฝนตก,1,0,0,0,ขับรถเร็วเกินไป
2021-05-29 00:39:39,00:39:39,ทางหลวงพิเศษหมายเลข 37,ฝนตก,0,0,0,0,สภาพแวดล้อม
2021-05-29 00:01:01,00:01:01,บางพลี-สุขสวัสดิ์,ฝนตก,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-28 17:40:40,17:40:40,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-27 22:44:44,22:44:44,เฉลิมมหานคร,ถนนเปียกลื่น,1,0,0,0,ขับรถเร็วเกินไป
2021-05-27 14:08:08,14:08:08,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เสียหลัก
2021-05-27 12:18:18,12:18:18,ฉลองรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-27 03:35:35,03:35:35,บูรพาวิถี,ปกติ,0,0,0,0,ยางแตก
2021-05-25 14:49:49,14:49:49,อุดรรัถยา,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-25 13:18:18,13:18:18,ทางหลวงพิเศษหมายเลข 37,ปกติ,3,0,0,0,หลับใน
2021-05-25 10:40:40,10:40:40,บูรพาวิถี,ปกติ,0,0,0,0,ยางแตก
2021-05-25 06:54:54,06:54:54,อุดรรัถยา,ปกติ,0,0,0,0,หลงทาง
2021-05-24 20:50:50,20:50:50,บูรพาวิถี,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-23 12:05:05,12:05:05,เฉลิมมหานคร,ปกติ,0,0,0,0,เบรกกะทันหัน
2021-05-22 23:36:36,23:36:36,ศรีรัช,ปกติ,0,0,1,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2021-05-22 19:13:13,19:13:13,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-22 00:39:39,00:39:39,บางพลี-สุขสวัสดิ์,ปกติ,2,0,0,0,หลับใน
2021-05-21 19:50:50,19:50:50,ศรีรัช,ปกติ,0,0,0,0,ยางแตก
2021-05-21 18:04:04,18:04:04,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-21 15:07:07,15:07:07,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-21 10:14:14,10:14:14,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-21 07:52:52,07:52:52,ทางหลวงพิเศษหมายเลข 37,ปกติ,2,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-21 01:30:30,01:30:30,อุดรรัถยา,ปกติ,1,0,0,0,ก้มเก็บของ
2021-05-20 16:18:18,16:18:18,ศรีรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-05-20 09:00:00,09:00:00,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับนถกระชั้นชิด
2021-05-19 22:44:44,22:44:44,เฉลิมมหานคร,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2021-05-19 14:58:58,14:58:58,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-19 09:10:10,09:10:10,ฉลองรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-18 02:39:39,02:39:39,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-16 06:06:06,06:06:06,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-15 13:20:20,13:20:20,ฉลองรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2021-05-15 13:00:00,13:00:00,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-15 05:25:25,05:25:25,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-14 12:33:33,12:33:33,เฉลิมมหานคร,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2021-05-13 22:29:29,22:29:29,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,หลับใน
2021-05-13 20:23:23,20:23:23,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-05-13 13:24:24,13:24:24,เฉลิมมหานคร,ปกติ,1,0,0,0,ยางแตก
2021-05-12 17:06:06,17:06:06,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-12 17:05:05,17:05:05,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ประมาท
2021-05-12 10:50:50,10:50:50,บูรพาวิถี,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-11 17:13:13,17:13:13,ศรีรัช,ปกติ,0,0,0,0,ล้อหลังขวาหลุด
2021-05-11 08:44:44,08:44:44,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-11 03:40:40,03:40:40,ฉลองรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-10 15:46:46,15:46:46,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-10 14:20:20,14:20:20,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถโดยประมาท
2021-05-10 10:57:57,10:57:57,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-08 05:21:21,05:21:21,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-07 08:08:08,08:08:08,S1,ฝนตก,0,0,0,0,สภาพแวดล้อม
2021-05-06 19:10:10,19:10:10,บูรพาวิถี,ปกติ,1,0,0,0,ประมาท
2021-05-05 15:00:00,15:00:00,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-05-04 14:47:47,14:47:47,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-04 07:25:25,07:25:25,เฉลิมมหานคร,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-05-03 16:08:08,16:08:08,ศรีรัช,ปกติ,0,1,0,0,ก้มเก็บของ
2021-05-03 13:06:06,13:06:06,ศรีรัช,ปกติ,0,0,0,0,ก้มเก็บของ
2021-05-02 15:19:19,15:19:19,ฉลองรัช,ปกติ,0,0,0,0,ถูกรถร่วมทางเบียด
2021-05-01 13:18:18,13:18:18,ศรีรัช,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2021-05-01 10:20:20,10:20:20,เฉลิมมหานคร,ปกติ,0,0,0,0,บรรทุกสูงเกิน
2021-05-01 09:38:38,09:38:38,ฉลองรัช,ฝนตก,0,1,0,0,ถนนเปียกลื่น
2021-04-30 18:31:31,18:31:31,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
2021-04-30 04:16:16,04:16:16,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,หลับใน
2021-04-29 20:31:31,20:31:31,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-29 20:12:12,20:12:12,เฉลิมมหานคร,ปกติ,0,0,0,0,หลับใน
2021-04-29 16:05:05,16:05:05,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-29 13:35:35,13:35:35,ศรีรัช,ปกติ,0,1,0,0,หลับใน
2021-04-29 08:05:05,08:05:05,อุดรรัถยา,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-29 04:48:48,04:48:48,ศรีรัช,ปกติ,0,1,0,0,หลับใน
2021-04-28 23:56:56,23:56:56,ศรีรัช,ปกติ,0,0,0,0,หลับใน
2021-04-28 17:07:07,17:07:07,ศรีรัช,ปกติ,1,2,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-28 08:41:41,08:41:41,บูรพาวิถี,ปกติ,0,0,0,0,ประมาท
2021-04-27 20:43:43,20:43:43,ศรีรัช,ปกติ,0,0,0,0,หลับใน
2021-04-27 18:35:35,18:35:35,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-04-27 14:45:45,14:45:45,ศรีรัช,ฝนตก,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-27 13:18:18,13:18:18,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เสียหลัก
2021-04-27 13:10:10,13:10:10,บางพลี-สุขสวัสดิ์,ฝนตก,0,0,0,0,สภาพแวดล้อม
2021-04-27 11:47:47,11:47:47,บูรพาวิถี,ปกติ,0,0,0,0,หลับใน
2021-04-26 10:26:26,10:26:26,เฉลิมมหานคร,ปกติ,0,0,0,0,เบรคขัดข้อง
2021-04-25 15:23:23,15:23:23,เฉลิมมหานคร,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-24 05:00:00,05:00:00,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-04-24 02:17:17,02:17:17,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-04-24 01:46:46,01:46:46,อุดรรัถยา,ปกติ,0,0,0,0,หลับใน
2021-04-22 13:41:41,13:41:41,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-04-22 00:39:39,00:39:39,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-21 13:45:45,13:45:45,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-21 09:01:01,09:01:01,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-21 08:00:00,08:00:00,ศรีรัช,ปกติ,0,0,0,0,ก้มหยิบของ
2021-04-21 07:04:04,07:04:04,บูรพาวิถี,ปกติ,0,0,0,0,ยางแตก
2021-04-21 06:06:06,06:06:06,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-20 14:11:11,14:11:11,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-19 11:38:38,11:38:38,บูรพาวิถี,ปกติ,1,0,0,0,กระบะจอดเสียเลนกลาง
2021-04-18 15:13:13,15:13:13,ฉลองรัช,ฝนตก,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-16 11:11:11,11:11:11,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-15 18:52:52,18:52:52,บูรพาวิถี,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2021-04-15 18:51:51,18:51:51,บูรพาวิถี,ปกติ,2,1,0,0,ขับรถเร็วเกินไป
2021-04-14 11:55:55,11:55:55,ฉลองรัช,ปกติ,0,0,1,0,ขับรถเร็วเกินไป
2021-04-14 10:50:50,10:50:50,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2021-04-12 12:02:02,12:02:02,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-04-10 22:42:42,22:42:42,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-04-10 13:19:19,13:19:19,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-09 09:48:48,09:48:48,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-08 11:10:10,11:10:10,บูรพาวิถี,ปกติ,0,2,0,0,ยางแตก
2021-04-08 04:20:20,04:20:20,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-04-08 00:05:05,00:05:05,ศรีรัช,ปกติ,1,0,0,0,หลับใน
2021-04-07 15:13:13,15:13:13,ศรีรัช,ปกติ,0,0,0,0,เบรคขัดข้อง
2021-04-07 05:56:56,05:56:56,บูรพาวิถี,ปกติ,2,0,0,0,ยางแตก
2021-04-06 23:47:47,23:47:47,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-06 16:39:39,16:39:39,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับขี่ในระยะกระชั้นชิด
2021-04-03 23:48:48,23:48:48,ฉลองรัช,ปกติ,5,0,0,0,ยางแตก
2021-04-03 20:54:54,20:54:54,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-04-03 01:24:24,01:24:24,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-04-02 12:53:53,12:53:53,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-02 09:25:25,09:25:25,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-04-02 07:57:57,07:57:57,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-04-01 20:04:04,20:04:04,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เสียหลัก
2021-04-01 00:17:17,00:17:17,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-31 23:51:51,23:51:51,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,บรรทุกยื่นล้ำ
2021-03-31 11:03:03,11:03:03,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-31 05:52:52,05:52:52,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2021-03-30 16:12:12,16:12:12,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-30 14:59:59,14:59:59,เฉลิมมหานคร,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2021-03-30 14:40:40,14:40:40,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-30 10:51:51,10:51:51,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-30 09:35:35,09:35:35,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-03-30 09:13:13,09:13:13,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ไม่ทราบ
2021-03-29 17:06:06,17:06:06,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-29 09:47:47,09:47:47,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-29 09:21:21,09:21:21,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-29 08:10:10,08:10:10,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-03-29 07:06:06,07:06:06,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-28 22:43:43,22:43:43,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-03-28 22:22:22,22:22:22,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-28 12:42:42,12:42:42,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-28 01:10:10,01:10:10,บูรพาวิถี,ปกติ,0,0,0,0,ประมาท
2021-03-27 05:11:11,05:11:11,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-03-27 00:14:14,00:14:14,บูรพาวิถี,ปกติ,1,0,0,0,ประมาท
2021-03-26 19:48:48,19:48:48,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-26 15:16:16,15:16:16,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2021-03-26 08:31:31,08:31:31,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-26 08:31:31,08:31:31,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-26 08:21:21,08:21:21,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-26 05:47:47,05:47:47,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-25 20:05:05,20:05:05,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-03-25 14:09:09,14:09:09,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-25 09:26:26,09:26:26,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-03-25 08:38:38,08:38:38,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,เล่นโทรศัพท์
2021-03-25 06:47:47,06:47:47,อุดรรัถยา,ปกติ,0,0,0,0,ยางแตก
2021-03-24 05:40:40,05:40:40,ศรีรัช,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
2021-03-24 01:52:52,01:52:52,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2021-03-22 10:59:59,10:59:59,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
